FIPS,Geography,counts,UPB
13205,"MITCHELL County ,GA",19,2194873.21
01097,"MOBILE County ,AL",1479,178163167.12
01099,"MONROE County ,AL",69,6715801.62
17133,"MONROE County ,IL",756,122566823.15
28095,"MONROE County ,MS",178,15486424.72
36055,"MONROE County ,NY",2776,322049810.84
47123,"MONROE County ,TN",196,24347966.07
26117,"MONTCALM County ,MI",99,9468028.73
13209,"MONTGOMERY County ,GA",10,1082557.20
28097,"MONTGOMERY County ,MS",14,903229.68
36057,"MONTGOMERY County ,NY",220,23358759.22
08087,"MORGAN County ,CO",67,8446236.76
13211,"MORGAN County ,GA",52,8144057.76
21175,"MORGAN County ,KY",56,4075251.38
39117,"MORROW County ,OH",43,5860951.29
30065,"MUSSELSHELL County ,MT",27,3513530.72
25019,"NANTUCKET County ,MA",2,784829.56
12089,"NASSAU County ,FL",517,98776758.99
22069,"NATCHITOCHES County ,LA",364,54394266.80
20133,"NEOSHO County ,KS",87,7174023.04
06057,"NEVADA County ,CA",2814,705740586.33
29147,"NODAWAY County ,MO",23,2198145.38
27107,"NORMAN County ,MN",20,1455164.68
51131,"NORTHAMPTON County ,VA",19,3648360.16
20137,"NORTON County ,KS",4,265635.39
48357,"OCHILTREE County ,TX",23,2374826.59
17141,"OGLE County ,IL",252,29149934.85
12093,"OKEECHOBEE County ,FL",146,15801047.96
40109,"OKLAHOMA County ,OK",3336,396976446.13
40111,"OKMULGEE County ,OK",161,14031555.09
55085,"ONEIDA County ,WI",356,42918711.11
36071,"ORANGE County ,NY",943,202616958.28
20139,"OSAGE County ,KS",33,2782196.57
05103,"OUACHITA County ,AR",64,5792588.34
22073,"OUACHITA County ,LA",1808,255042380.84
21187,"OWEN County ,KY",33,4290441.82
21189,"OWSLEY County ,KY",16,2543081.60
30067,"PARK County ,MT",25,4190926.69
18121,"PARKE County ,IN",156,18503608.24
12101,"PASCO County ,FL",5464,907029552.15
39125,"PAULDING County ,OH",32,2289952.06
40117,"PAWNEE County ,OK",90,11006313.01
16075,"PAYETTE County ,ID",100,12740390.84
40119,"PAYNE County ,OK",208,23127695.81
28109,"PEARL RIVER County ,MS",700,79246408.38
38067,"PEMBINA County ,ND",41,3347746.81
17143,"PEORIA County ,IL",851,85068154.30
37143,"PERQUIMANS County ,NC",34,5572122.51
01105,"PERRY County ,AL",6,1087857.50
02195,"PETERSBURG County ,AK",1,161468.49
29159,"PETTIS County ,MO",430,43035233.90
20147,"PHILLIPS County ,KS",5,441981.80
38069,"PIERCE County ,ND",16,2147446.00
55093,"PIERCE County ,WI",355,62836734.01
04019,"PIMA County ,AZ",9625,1555880321.92
12103,"PINELLAS County ,FL",4073,685598970.68
06061,"PLACER County ,CA",4197,1158975023.71
25023,"PLYMOUTH County ,MA",2140,562236789.88
05113,"POLK County ,AR",223,26136979.97
37149,"POLK County ,NC",24,3888424.47
47139,"POLK County ,TN",36,4447611.67
48373,"POLK County ,TX",191,26535790.70
19157,"POWESHIEK County ,IA",39,5593308.35
05117,"PRAIRIE County ,AR",34,2708238.78
39135,"PREBLE County ,OH",185,17600201.86
54077,"PRESTON County ,WV",60,7483199.30
51155,"PULASKI County ,VA",155,19226697.98
39137,"PUTNAM County ,OH",57,5338115.20
36081,"QUEENS County ,NY",4615,1689832042.69
51750,"RADFORD County ,VA",140,20838841.48
48379,"RAINS County ,TX",28,3674000.29
13243,"RANDOLPH County ,GA",1,13684.88
22081,"RED RIVER County ,LA",48,3808245.44
27127,"REDWOOD County ,MN",23,2240240.16
39139,"RICHLAND County ,OH",658,58673718.82
51760,"RICHMOND CITY County ,VA",1471,242718907.54
51770,"ROANOKE CITY County ,VA",726,90252611.68
27133,"ROCK County ,MN",23,2537332.10
31149,"ROCK County ,NE",4,297151.76
51163,"ROCKBRIDGE County ,VA",20,3203397.83
39141,"ROSS County ,OH",114,12583335.36
37159,"ROWAN County ,NC",407,49615575.79
21207,"RUSSELL County ,KY",190,17830652.36
51167,"RUSSELL County ,VA",114,14232215.69
22085,"SABINE County ,LA",107,15587174.50
19161,"SAC County ,IA",8,932002.43
22093,"SAINT JAMES County ,LA",40,5891785.81
26149,"SAINT JOSEPH County ,MI",75,6909857.36
36089,"SAINT LAWRENCE County ,NY",234,21123010.94
78030,"SAINT THOMAS County ,VI",3,164724.12
34033,"SALEM County ,NJ",644,105614186.16
51775,"SALEM County ,VA",1120,173798096.71
17167,"SANGAMON County ,IL",587,67306784.74
04023,"SANTA CRUZ County ,AZ",483,53362173.18
36091,"SARATOGA County ,NY",1396,258967176.31
31153,"SARPY County ,NE",964,160443399.34
55113,"SAWYER County ,WI",59,8584477.88
13249,"SCHLEY County ,GA",5,710104.11
29197,"SCHUYLER County ,MO",2,144211.56
36097,"SCHUYLER County ,NY",11,937597.76
37165,"SCOTLAND County ,NC",65,5775867.97
05133,"SEVIER County ,AR",18,1877260.40
20175,"SEWARD County ,KS",21,2287727.34
28125,"SHARKEY County ,MS",4,288770.24
05135,"SHARP County ,AR",60,4388689.27
55115,"SHAWANO County ,WI",161,17685563.72
01117,"SHELBY County ,AL",1936,339042678.83
19165,"SHELBY County ,IA",18,2108857.84
51171,"SHENANDOAH County ,VA",330,52473048.75
30091,"SHERIDAN County ,MT",4,528768.91
41055,"SHERMAN County ,OR",8,1081913.82
27143,"SIBLEY County ,MN",26,2831217.96
06091,"SIERRA County ,CA",9,1614940.95
35051,"SIERRA County ,NM",39,4523618.72
31165,"SIOUX County ,NE",1,56599.08
02220,"SITKA County ,AK",3,657490.83
48423,"SMITH County ,TX",1718,255275659.45
06095,"SOLANO County ,CA",3941,1030405595.43
51175,"SOUTHAMPTON County ,VA",35,6020144.63
51177,"SPOTSYLVANIA County ,VA",5195,1256128211.96
20185,"STAFFORD County ,KS",5,245626.02
36101,"STEUBEN County ,NY",128,11030127.80
53065,"STEVENS County ,WA",85,13320715.14
47161,"STEWART County ,TN",97,11530305.22
30095,"STILLWATER County ,MT",23,4155893.35
29209,"STONE County ,MO",155,18947336.51
36103,"SUFFOLK County ,NY",5304,1566527870.60
36105,"SULLIVAN County ,NY",78,11560231.60
47163,"SULLIVAN County ,TN",638,77442274.61
49043,"SUMMIT County ,UT",646,187380154.64
01119,"SUMTER County ,AL",12,1059739.08
10005,"SUSSEX County ,DE",2559,591537955.57
34037,"SUSSEX County ,NJ",1244,263202428.29
48435,"SUTTON County ,TX",5,350542.54
51185,"TAZEWELL County ,VA",115,13320028.68
09013,"TOLLAND County ,CT",816,138535262.73
48451,"TOM GREEN County ,TX",434,60900945.40
30101,"TOOLE County ,MT",13,1536062.99
13279,"TOOMBS County ,GA",134,15033444.10
21221,"TRIGG County ,KY",821,95630399.02
06109,"TUOLUMNE County ,CA",231,42600479.20
13287,"TURNER County ,GA",3,416558.04
46125,"TURNER County ,SD",49,4698906.55
13289,"TWIGGS County ,GA",10,818686.38
36111,"ULSTER County ,NY",237,38458946.04
19175,"UNION County ,IA",3,302567.54
28145,"UNION County ,MS",237,23079427.59
37179,"UNION County ,NC",2182,428495446.72
34039,"UNION County ,NJ",2068,482418311.90
48461,"UPTON County ,TX",3,132920.17
48463,"UVALDE County ,TX",25,3326570.49
31175,"VALLEY County ,NE",16,1505624.12
19177,"VAN BUREN County ,IA",3,293768.50
37181,"VANCE County ,NC",33,3844905.82
18167,"VIGO County ,IN",1782,184149115.87
55125,"VILAS County ,WI",89,12074798.32
48471,"WALKER County ,TX",157,22326334.33
38099,"WALSH County ,ND",23,1877420.31
48475,"WARD County ,TX",48,5392048.02
47177,"WARREN County ,TN",294,27721010.47
55129,"WASHBURN County ,WI",36,5686759.86
01129,"WASHINGTON County ,AL",58,7234984.50
42125,"WASHINGTON County ,PA",1398,289169646.56
50023,"WASHINGTON County ,VT",361,53684173.57
32031,"WASHOE County ,NV",6137,1213583766.34
37189,"WATAUGA County ,NC",211,45377919.74
27165,"WATONWAN County ,MN",10,1618074.32
36117,"WAYNE County ,NY",285,28612719.00
54099,"WAYNE County ,WV",38,3904502.11
51820,"WAYNESBORO CITY County ,VA",254,37929490.12
48479,"WEBB County ,TX",1024,128636782.09
19187,"WEBSTER County ,IA",212,22172226.86
54101,"WEBSTER County ,WV",10,634192.74
18179,"WELLS County ,IN",594,58027301.55
22121,"WEST BATON ROUGE County ,LA",94,15616323.18
54103,"WETZEL County ,WV",6,653698.30
47185,"WHITE County ,TN",392,42508163.99
01131,"WILCOX County ,AL",27,3796011.58
48489,"WILLACY County ,TX",34,3638418.41
17199,"WILLIAMSON County ,IL",188,19407470.29
48493,"WILSON County ,TX",165,35231543.44
48495,"WINKLER County ,TX",10,905487.04
27169,"WINONA County ,MN",92,12878382.84
40153,"WOODWARD County ,OK",28,3228930.82
25027,"WORCESTER County ,MA",2670,557421702.56
39175,"WYANDOT County ,OH",59,5029035.01
51199,"YORK County ,VA",556,145545778.63
18143,"SCOTT County ,IN",132,13633705.94
27139,"SCOTT County ,MN",831,179872645.11
51169,"SCOTT County ,VA",23,2553657.78
47155,"SEVIER County ,TN",1137,158957434.26
49041,"SEVIER County ,UT",279,37541038.08
06089,"SHASTA County ,CA",1814,330035935.23
18145,"SHELBY County ,IN",75,7783663.90
39149,"SHELBY County ,OH",133,13314469.57
48421,"SHERMAN County ,TX",6,537742.30
16079,"SHOSHONE County ,ID",39,4160075.34
47159,"SMITH County ,TN",171,17756908.07
24039,"SOMERSET County ,MD",52,7514180.27
22095,"ST JOHN THE BAPTIST County ,LA",499,65914662.46
13257,"STEPHENS County ,GA",147,14844309.00
48431,"STERLING County ,TX",2,423909.62
18151,"STEUBEN County ,IN",792,82679200.64
20189,"STEVENS County ,KS",5,404442.18
32029,"STOREY County ,NV",4,1026715.34
51800,"SUFFOLK CITY County ,VA",965,221419428.47
18153,"SULLIVAN County ,IN",85,6555635.50
39153,"SUMMIT County ,OH",1802,228380944.30
13261,"SUMTER County ,GA",52,5425692.33
37171,"SURRY County ,NC",373,40359330.91
51181,"SURRY County ,VA",28,4779213.34
27151,"SWIFT County ,MN",9,681585.09
28137,"TATE County ,MS",542,67495715.46
12123,"TAYLOR County ,FL",21,2585327.60
55119,"TAYLOR County ,WI",177,17468909.27
17179,"TAZEWELL County ,IL",925,102457829.92
08119,"TELLER County ,CO",321,62032938.96
16081,"TETON County ,ID",34,6917624.24
31173,"THURSTON County ,NE",3,186056.82
13277,"TIFT County ,GA",204,24278759.55
47167,"TIPTON County ,TN",342,41996233.62
13281,"TOWNS County ,GA",35,5749471.31
21223,"TRIMBLE County ,KY",20,2404379.06
49047,"UINTAH County ,UT",470,81180628.09
47171,"UNICOI County ,TN",61,7198595.65
05139,"UNION County ,AR",37,3424911.29
17181,"UNION County ,IL",41,3184557.33
22111,"UNION County ,LA",88,11626344.56
35059,"UNION County ,NM",27,3075950.49
45087,"UNION County ,SC",27,2255816.34
46127,"UNION County ,SD",80,10477992.49
48465,"VAL VERDE County ,TX",267,33790165.35
29217,"VERNON County ,MO",40,3730545.98
20197,"WABAUNSEE County ,KS",19,2296355.48
12129,"WAKULLA County ,FL",261,36120974.15
13295,"WALKER County ,GA",458,49743592.41
12131,"WALTON County ,FL",608,142921253.37
55127,"WALWORTH County ,WI",250,37741904.86
21227,"WARREN County ,KY",914,107629089.64
28149,"WARREN County ,MS",516,65296275.81
36113,"WARREN County ,NY",259,33576389.72
49051,"WASATCH County ,UT",903,210601328.18
05143,"WASHINGTON County ,AR",474,56315322.13
13303,"WASHINGTON County ,GA",15,1743010.38
19183,"WASHINGTON County ,IA",81,9846055.26
16087,"WASHINGTON County ,ID",86,8397793.56
27163,"WASHINGTON County ,MN",2722,629176886.90
28151,"WASHINGTON County ,MS",107,10306523.62
31177,"WASHINGTON County ,NE",34,5351639.92
36115,"WASHINGTON County ,NY",442,49200883.30
47179,"WASHINGTON County ,TN",1039,141792543.07
55133,"WAUKESHA County ,WI",1711,323922785.41
19185,"WAYNE County ,IA",8,533036.58
21231,"WAYNE County ,KY",700,65754573.25
39169,"WAYNE County ,OH",471,51268702.89
47181,"WAYNE County ,TN",21,2297739.14
49057,"WEBER County ,UT",11611,1891461262.42
21233,"WEBSTER County ,KY",13,1260111.05
22125,"WEST FELICIANA County ,LA",80,14564592.04
13309,"WHEELER County ,GA",1,136995.22
05145,"WHITE County ,AR",292,29338665.44
32033,"WHITE PINE County ,NV",118,14131696.63
21235,"WHITLEY County ,KY",267,24929153.83
24045,"WICOMICO County ,MD",276,42607232.73
13315,"WILCOX County ,GA",5,431056.99
37193,"WILKES County ,NC",353,44171183.87
28157,"WILKINSON County ,MS",68,7831907.71
50025,"WINDHAM County ,VT",120,18276027.00
50027,"WINDSOR County ,VT",202,42921689.01
22127,"WINN County ,LA",47,4555346.51
01133,"WINSTON County ,AL",45,4925575.01
20207,"WOODSON County ,KS",4,287091.56
24047,"WORCESTER County ,MD",822,160991877.65
29229,"WRIGHT County ,MO",47,4292498.97
36121,"WYOMING County ,NY",104,9689460.58
37197,"YADKIN County ,NC",264,27995108.44
05149,"YELL County ,AR",50,4798492.75
04027,"YUMA County ,AZ",1308,184614969.75
48507,"ZAVALA County ,TX",1,19387.06
17001,"ADAMS County ,IL",218,20101844.83
37001,"ALAMANCE County ,NC",652,85769733.40
08003,"ALAMOSA County ,CO",201,30655454.04
56001,"ALBANY County ,WY",272,50464261.83
24001,"ALLEGANY County ,MD",533,56728895.09
36003,"ALLEGANY County ,NY",51,3475756.77
18003,"ALLEN County ,IN",1506,151890753.58
22003,"ALLEN County ,LA",39,4492853.94
39003,"ALLEN County ,OH",159,16192801.99
26007,"ALPENA County ,MI",27,2434805.71
21005,"ANDERSON County ,KY",106,13166625.84
48003,"ANDREWS County ,TX",63,9906383.90
37007,"ANSON County ,NC",17,2336847.50
26009,"ANTRIM County ,MI",21,2073122.70
04001,"APACHE County ,AZ",74,10722816.12
39005,"ASHLAND County ,OH",191,21110363.70
55003,"ASHLAND County ,WI",127,13292543.11
20005,"ATCHISON County ,KS",24,2356028.74
34001,"ATLANTIC County ,NJ",4761,808926281.27
40005,"ATOKA County ,OK",9,1137208.43
19009,"AUDUBON County ,IA",9,395213.14
01001,"AUTAUGA County ,AL",360,52273970.07
22009,"AVOYELLES County ,LA",210,22461226.68
16005,"BANNOCK County ,ID",385,47784973.97
20007,"BARBER County ,KS",14,951738.81
01005,"BARBOUR County ,AL",46,5410723.03
26015,"BARRY County ,MI",127,14593041.21
42007,"BEAVER County ,PA",1314,184293663.58
49001,"BEAVER County ,UT",77,9783509.77
33001,"BELKNAP County ,NH",250,37272961.05
21013,"BELL County ,KY",180,18154157.46
48027,"BELL County ,TX",2466,336533536.89
28009,"BENTON County ,MS",20,2071113.72
30003,"BIG HORN County ,MT",12,1605605.59
40011,"BLAINE County ,OK",21,1477681.42
13023,"BLECKLEY County ,GA",26,3132379.40
54005,"BOONE County ,WV",37,3190271.28
38009,"BOTTINEAU County ,ND",17,2760084.39
21021,"BOYLE County ,KY",71,7993273.73
21023,"BRACKEN County ,KY",20,2373682.00
36007,"BROOME County ,NY",1207,125299413.34
17009,"BROWN County ,IL",73,4973231.65
27015,"BROWN County ,MN",90,9628829.12
55009,"BROWN County ,WI",2372,332605931.37
38015,"BURLEIGH County ,ND",490,102302571.71
31021,"BURT County ,NE",10,724917.13
21031,"BUTLER County ,KY",105,10331353.05
46019,"BUTTE County ,SD",40,5344334.40
13035,"BUTTS County ,GA",126,13796801.47
22021,"CALDWELL County ,LA",31,3428868.03
26025,"CALHOUN County ,MI",202,19784826.65
28013,"CALHOUN County ,MS",20,1586325.00
37029,"CAMDEN County ,NC",41,8535400.15
34007,"CAMDEN County ,NJ",6528,1030106189.02
48061,"CAMERON County ,TX",3712,419774122.77
47013,"CAMPBELL County ,TN",218,21810709.46
42025,"CARBON County ,PA",375,44814005.24
16029,"CARIBOU County ,ID",36,3621460.54
18015,"CARROLL County ,IN",34,3323411.03
33003,"CARROLL County ,NH",289,46209497.57
19029,"CASS County ,IA",50,4039177.11
27021,"CASS County ,MN",166,28455575.85
13047,"CATOOSA County ,GA",502,62946046.79
24015,"CECIL County ,MD",748,158392566.15
19031,"CEDAR County ,IA",79,8708566.33
08015,"CHAFFEE County ,CO",144,26333406.40
24017,"CHARLES County ,MD",2719,728391604.57
12015,"CHARLOTTE County ,FL",1195,159900863.16
13049,"CHARLTON County ,GA",4,736714.42
13055,"CHATTOOGA County ,GA",43,4587824.43
36013,"CHAUTAUQUA County ,NY",88,7180614.43
26031,"CHEBOYGAN County ,MI",14,1253134.54
13057,"CHEROKEE County ,GA",2415,422944123.32
19035,"CHEROKEE County ,IA",7,491983.71
45021,"CHEROKEE County ,SC",128,12370694.95
31033,"CHEYENNE County ,NE",37,5281597.06
26033,"CHIPPEWA County ,MI",36,3129649.64
17021,"CHRISTIAN County ,IL",216,18613776.66
29043,"CHRISTIAN County ,MO",584,72736057.61
41005,"CLACKAMAS County ,OR",7825,2010685256.26
47025,"CLAIBORNE County ,TN",73,7572266.12
18019,"CLARK County ,IN",1814,196941521.97
29045,"CLARK County ,MO",8,572668.96
32003,"CLARK County ,NV",7942,1426009633.01
51043,"CLARKE County ,VA",149,42452072.12
41007,"CLATSOP County ,OR",449,88955561.71
16035,"CLEARWATER County ,ID",6,699262.19
21053,"CLINTON County ,KY",54,3080271.33
28027,"COAHOMA County ,MS",92,7123425.36
46029,"CODINGTON County ,SD",691,92478416.12
47031,"COFFEE County ,TN",504,55057196.41
20031,"COFFEY County ,KS",22,2261270.93
01033,"COLBERT County ,AL",137,15151285.32
29051,"COLE County ,MO",540,66264801.81
48085,"COLLIN County ,TX",7633,1535624454.53
48089,"COLORADO County ,TX",30,4052089.31
13073,"COLUMBIA County ,GA",993,161965181.20
41009,"COLUMBIA County ,OR",623,112823189.15
06011,"COLUSA County ,CA",110,19168873.31
01035,"CONECUH County ,AL",20,2158382.84
13075,"COOK County ,GA",51,5954322.31
28029,"COPIAH County ,MS",74,8390726.23
36023,"CORTLAND County ,NY",160,17307271.06
13077,"COWETA County ,GA",1163,191937995.18
53015,"COWLITZ County ,WA",494,81807014.34
48103,"CRANE County ,TX",13,1155657.07
26039,"CRAWFORD County ,MI",22,1911554.97
55023,"CRAWFORD County ,WI",17,1706134.65
05037,"CROSS County ,AR",62,6842907.56
27035,"CROW WING County ,MN",428,65864057.35
08025,"CROWLEY County ,CO",5,353230.52
37051,"CUMBERLAND County ,NC",2532,353636214.11
42041,"CUMBERLAND County ,PA",8274,1454334017.63
31039,"CUMING County ,NE",8,651532.65
46033,"CUSTER County ,SD",96,17370291.20
01047,"DALLAS County ,AL",122,13138859.59
37055,"DARE County ,NC",262,64281713.70
42043,"DAUPHIN County ,PA",3201,457183832.40
19051,"DAVIS County ,IA",18,2408094.32
13085,"DAWSON County ,GA",137,21666330.73
01049,"DE KALB County ,AL",190,20644554.69
48123,"DE WITT County ,TX",102,12347140.17
19053,"DECATUR County ,IA",7,557259.35
47039,"DECATUR County ,TN",27,2326257.66
30023,"DEER LODGE County ,MT",68,7038094.60
40041,"DELAWARE County ,OK",50,6034550.54
42045,"DELAWARE County ,PA",6136,1070230417.62
41017,"DESCHUTES County ,OR",3250,577027763.16
11001,"DISTRICT OF COLUMBIA County ,DC",1635,523376594.70
38023,"DIVIDE County ,ND",4,499770.61
31053,"DODGE County ,NE",64,6787590.52
08033,"DOLORES County ,CO",5,366581.87
45035,"DORCHESTER County ,SC",2434,417951904.43
27041,"DOUGLAS County ,MN",157,25221761.95
55031,"DOUGLAS County ,WI",127,15501872.13
18037,"DUBOIS County ,IN",184,17887257.73
25007,"DUKES County ,MA",25,9084792.88
31057,"DUNDY County ,NE",4,168089.76
17043,"DUPAGE County ,IL",2337,484319415.45
08037,"EAGLE County ,CO",184,52398246.51
55035,"EAU CLAIRE County ,WI",239,34354087.98
48135,"ECTOR County ,TX",545,78527996.18
08041,"EL PASO County ,CO",13792,2833282098.94
48141,"EL PASO County ,TX",2209,270209587.39
40045,"ELLIS County ,OK",4,286473.78
16039,"ELMORE County ,ID",1745,224010722.53
48143,"ERATH County ,TX",44,4911926.40
50009,"ESSEX County ,VT",9,1095753.34
51059,"FAIRFAX County ,VA",8776,3107434478.26
46047,"FALL RIVER County ,SD",32,3775559.88
47049,"FENTRESS County ,TN",44,4277100.88
30027,"FERGUS County ,MT",50,4798508.59
31059,"FILLMORE County ,NE",1,170346.08
20055,"FINNEY County ,KS",37,4431406.14
12035,"FLAGLER County ,FL",370,55627106.18
21071,"FLOYD County ,KY",191,18931855.43
51065,"FLUVANNA County ,VA",1134,201442390.57
20057,"FORD County ,KS",31,2741211.92
48157,"FORT BEND County ,TX",5778,1155901468.31
31061,"FRANKLIN County ,NE",10,629918.00
51067,"FRANKLIN County ,VA",215,32354866.84
53021,"FRANKLIN County ,WA",300,46200535.29
19071,"FREMONT County ,IA",20,2269750.25
05049,"FULTON County ,AR",20,1922506.96
42057,"FULTON County ,PA",92,13635686.10
48165,"GAINES County ,TX",37,5204811.68
31069,"GARDEN County ,NE",4,262671.42
29073,"GASCONADE County ,MO",151,17301044.08
04007,"GILA County ,AZ",313,49470204.46
47055,"GILES County ,TN",146,14725280.07
51071,"GILES County ,VA",53,6790659.50
13123,"GILMER County ,GA",160,21873041.67
54021,"GILMER County ,WV",6,558659.79
30035,"GLACIER County ,MT",48,4903610.04
31073,"GOSPER County ,NE",3,208809.33
08049,"GRAND County ,CO",89,18528038.29
53025,"GRANT County ,WA",1076,159544391.47
37077,"GRANVILLE County ,NC",150,20127309.77
48181,"GRAYSON County ,TX",485,63187546.90
54025,"GREENBRIER County ,WV",207,20339199.64
19073,"GREENE County ,IA",12,825060.12
28041,"GREENE County ,MS",36,3396539.46
36039,"GREENE County ,NY",66,9453063.92
47059,"GREENE County ,TN",478,54762083.93
51079,"GREENE County ,VA",163,35947502.08
40055,"GREER County ,OK",12,1309326.86
17063,"GRUNDY County ,IL",197,27430101.09
47061,"GRUNDY County ,TN",39,4487364.06
39059,"GUERNSEY County ,OH",59,6546743.83
12045,"GULF County ,FL",79,17467781.36
08051,"GUNNISON County ,CO",75,14293102.23
31079,"HALL County ,NE",135,13701336.44
46057,"HAMLIN County ,SD",33,2976199.41
45049,"HAMPTON County ,SC",27,3601315.63
21091,"HANCOCK County ,KY",26,2974115.89
39063,"HANCOCK County ,OH",103,11280387.16
48197,"HARDEMAN County ,TX",8,686919.85
21093,"HARDIN County ,KY",1041,142788134.33
24025,"HARFORD County ,MD",1896,449499501.82
20077,"HARPER County ,KS",9,531114.80
40059,"HARPER County ,OK",4,310004.22
48201,"HARRIS County ,TX",20339,3293918136.11
29081,"HARRISON County ,MO",15,1205311.02
48205,"HARTLEY County ,TX",3,354183.06
20081,"HASKELL County ,KS",2,154985.53
48207,"HASKELL County ,TX",7,479892.28
48213,"HENDERSON County ,TX",511,69876584.66
51087,"HENRICO County ,VA",6809,1444427267.43
21103,"HENRY County ,KY",117,14356116.21
12053,"HERNANDO County ,FL",1431,170227484.76
48215,"HIDALGO County ,TX",3652,462760282.58
22001,"ACADIA County ,LA",141,19209515.76
51001,"ACCOMACK County ,VA",59,8772059.19
16001,"ADA County ,ID",2243,408273672.07
18001,"ADAMS County ,IN",286,27596442.96
28001,"ADAMS County ,MS",132,15472787.68
53001,"ADAMS County ,WA",130,17176081.20
55001,"ADAMS County ,WI",23,2138448.25
36001,"ALBANY County ,NY",722,113221783.36
20001,"ALLEN County ,KS",32,1844869.02
21003,"ALLEN County ,KY",355,34000906.26
45007,"ANDERSON County ,SC",563,73524937.13
19007,"APPANOOSE County ,IA",36,3199426.66
48009,"ARCHER County ,TX",11,822141.74
42005,"ARMSTRONG County ,PA",249,25502295.82
48011,"ARMSTRONG County ,TX",3,617292.62
23003,"AROOSTOOK County ,ME",139,12477873.77
53003,"ASOTIN County ,WA",46,7179717.53
48013,"ATASCOSA County ,TX",64,9775190.00
29007,"AUDRAIN County ,MO",158,14152598.14
48015,"AUSTIN County ,TX",339,53822961.73
13005,"BACON County ,GA",21,1922111.91
01003,"BALDWIN County ,AL",1620,242849122.98
24005,"BALTIMORE County ,MD",7697,1637533479.30
25001,"BARNSTABLE County ,MA",1333,353854408.74
21009,"BARREN County ,KY",273,29104346.22
55005,"BARRON County ,WI",139,16400647.50
29011,"BARTON County ,MO",55,4817853.46
48021,"BASTROP County ,TX",1296,194820618.37
21011,"BATH County ,KY",24,2283458.19
51017,"BATH County ,VA",64,10085191.57
37013,"BEAUFORT County ,NC",75,8329099.28
22011,"BEAUREGARD County ,LA",94,13881042.65
46007,"BENNETT County ,SD",5,371691.05
29015,"BENTON County ,MO",195,16840737.68
47005,"BENTON County ,TN",36,3446459.33
26019,"BENZIE County ,MI",21,2583453.11
45015,"BERKELEY County ,SC",1465,269676365.47
25003,"BERKSHIRE County ,MA",325,49272468.99
16013,"BLAINE County ,ID",76,17996439.84
01009,"BLOUNT County ,AL",421,49140942.72
17005,"BOND County ,IL",232,23620710.73
48035,"BOSQUE County ,TX",202,21627844.74
38011,"BOWMAN County ,ND",15,2882268.15
25005,"BRISTOL County ,MA",2507,596568561.80
51520,"BRISTOL County ,VA",21,1901557.52
46011,"BROOKINGS County ,SD",41,5820871.91
39015,"BROWN County ,OH",164,16429472.22
46015,"BRULE County ,SD",18,2317303.44
37019,"BRUNSWICK County ,NC",1536,257306221.51
19019,"BUCHANAN County ,IA",41,5032647.96
51530,"BUENA VISTA CITY County ,VA",33,3546480.19
55011,"BUFFALO County ,WI",18,1648481.38
13031,"BULLOCH County ,GA",333,45711343.25
34005,"BURLINGTON County ,NJ",6798,1353086581.27
22017,"CADDO County ,LA",1993,261476620.80
29025,"CALDWELL County ,MO",24,2626167.86
24009,"CALVERT County ,MD",1048,276145111.22
51031,"CAMPBELL County ,VA",105,16634082.87
56005,"CAMPBELL County ,WY",252,47616378.03
40017,"CANADIAN County ,OK",419,58328865.15
47015,"CANNON County ,TN",70,7557872.95
27017,"CARLTON County ,MN",156,19590335.12
19027,"CARROLL County ,IA",17,1456488.61
29033,"CARROLL County ,MO",10,832290.14
29035,"CARTER County ,MO",26,2856801.19
21045,"CASEY County ,KY",16,1912783.85
48067,"CASS County ,TX",134,11921088.47
37035,"CATAWBA County ,NC",1189,141109785.99
17019,"CHAMPAIGN County ,IL",224,25137644.90
46023,"CHARLES MIX County ,SD",13,922683.88
26029,"CHARLEVOIX County ,MI",21,2936150.45
37037,"CHATHAM County ,NC",211,36098457.64
31031,"CHERRY County ,NE",11,967137.46
47023,"CHESTER County ,TN",57,5856007.64
01021,"CHILTON County ,AL",159,17240020.74
35006,"CIBOLA County ,NM",75,7660539.02
22027,"CLAIBORNE County ,LA",61,7479139.53
45027,"CLARENDON County ,SC",172,21584016.50
46025,"CLARK County ,SD",1,91296.92
53011,"CLARK County ,WA",2476,527135838.35
28023,"CLARKE County ,MS",16,1332683.70
05021,"CLAY County ,AR",27,1603101.98
19041,"CLAY County ,IA",28,2809278.63
37043,"CLAY County ,NC",15,2348779.87
47027,"CLAY County ,TN",5,622054.18
13063,"CLAYTON County ,GA",756,75460446.15
27029,"CLEARWATER County ,MN",49,5783218.76
26037,"CLINTON County ,MI",151,17672156.61
42035,"CLINTON County ,PA",461,55833393.75
20029,"CLOUD County ,KS",6,415700.12
04003,"COCHISE County ,AZ",1609,199584695.38
48081,"COKE County ,TX",9,1528253.44
35007,"COLFAX County ,NM",29,3585544.16
13071,"COLQUITT County ,GA",199,24603845.10
12023,"COLUMBIA County ,FL",92,11557598.59
36021,"COLUMBIA County ,NY",92,14843841.22
39029,"COLUMBIANA County ,OH",310,29329424.86
48091,"COMAL County ,TX",2469,544279299.36
56009,"CONVERSE County ,WY",210,36153093.27
40033,"COTTON County ,OK",10,1042677.29
20035,"COWLEY County ,KS",127,10564721.11
